FECHA,ANO,MES,TRM,DIA,NOMBRE_MES,PETROLEO
2013-12-23,2013,12,1935.93,23,Diciembre,98.91
2013-12-24,2013,12,1925.45,24,Diciembre,99.22
2013-12-26,2013,12,1922.76,26,Diciembre,99.55
2013-12-27,2013,12,1921.22,27,Diciembre,100.32
2013-12-30,2013,12,1922.56,30,Diciembre,99.29
2013-12-31,2013,12,1926.83,31,Diciembre,98.42
2014-01-01,2014,1,1926.83,1,Enero,98.7
2014-01-02,2014,1,1926.83,2,Enero,95.44
2014-01-03,2014,1,1938.89,3,Enero,93.96
2014-01-06,2014,1,1936.92,6,Enero,93.43
2014-01-07,2014,1,1936.92,7,Enero,93.67
2014-01-08,2014,1,1930.45,8,Enero,92.33
2014-01-09,2014,1,1933.24,9,Enero,91.66
2014-01-10,2014,1,1934.88,10,Enero,92.72
2014-01-13,2014,1,1926.55,13,Enero,91.8
2014-01-14,2014,1,1924.79,14,Enero,92.59
2014-01-15,2014,1,1932.59,15,Enero,94.17
2014-01-16,2014,1,1941.45,16,Enero,93.96
2014-01-17,2014,1,1947.15,17,Enero,94.37
2014-01-20,2014,1,1957.86,20,Enero,93.93
2014-01-21,2014,1,1957.86,21,Enero,94.99
2014-01-22,2014,1,1981.98,22,Enero,96.73
2014-01-23,2014,1,1983.48,23,Enero,97.32
2014-01-24,2014,1,1993.23,24,Enero,96.64
2014-01-27,2014,1,2000.48,27,Enero,95.72
2014-01-28,2014,1,1997.91,28,Enero,97.41
2014-01-29,2014,1,2000.56,29,Enero,97.36
2014-01-30,2014,1,2013.17,30,Enero,98.23
2014-01-31,2014,1,2008.26,31,Enero,97.49
2014-02-03,2014,2,2021.1,3,Febrero,96.43
2014-02-04,2014,2,2039.85,4,Febrero,97.19
2014-02-05,2014,2,2041.34,5,Febrero,97.38
2014-02-06,2014,2,2048.75,6,Febrero,97.84
2014-02-07,2014,2,2049.52,7,Febrero,99.88
2014-02-10,2014,2,2046.06,10,Febrero,100.06
2014-02-11,2014,2,2048.55,11,Febrero,99.94
2014-02-12,2014,2,2041.61,12,Febrero,100.37
2014-02-13,2014,2,2031.75,13,Febrero,100.35
2014-02-14,2014,2,2032.99,14,Febrero,100.3
2014-02-17,2014,2,2022.68,17,Febrero,100.58
2014-02-18,2014,2,2022.68,18,Febrero,102.43
2014-02-19,2014,2,2028.54,19,Febrero,103.31
2014-02-20,2014,2,2042.22,20,Febrero,102.92
2014-02-21,2014,2,2052.46,21,Febrero,102.2
2014-02-24,2014,2,2043.96,24,Febrero,102.82
2014-02-25,2014,2,2042.67,25,Febrero,101.83
2014-02-26,2014,2,2045.45,26,Febrero,102.59
2014-02-27,2014,2,2053.11,27,Febrero,102.4
2014-02-28,2014,2,2054.9,28,Febrero,102.59
2014-03-03,2014,3,2046.75,3,Marzo,104.92
2014-03-04,2014,3,2052.51,4,Marzo,103.33
2014-03-05,2014,3,2047.75,5,Marzo,101.45
2014-03-06,2014,3,2045.14,6,Marzo,101.56
2014-03-07,2014,3,2030.02,7,Marzo,102.58
2014-03-10,2014,3,2036.2,10,Marzo,101.12
2014-03-11,2014,3,2042.78,11,Marzo,100.03
2014-03-12,2014,3,2043.59,12,Marzo,97.99
2014-03-13,2014,3,2047.59,13,Marzo,98.2
2014-03-14,2014,3,2044.48,14,Marzo,98.89
2014-03-17,2014,3,2044.58,17,Marzo,98.08
2014-03-18,2014,3,2035.16,18,Marzo,99.7
2014-03-19,2014,3,2034.86,19,Marzo,100.37
2014-03-20,2014,3,2017.38,20,Marzo,99.43
2014-03-21,2014,3,1998.6,21,Marzo,99.46
2014-03-24,2014,3,1993.85,24,Marzo,99.6
2014-03-25,2014,3,1993.85,25,Marzo,99.19
2014-03-26,2014,3,1978.63,26,Marzo,100.26
2014-03-27,2014,3,1973.03,27,Marzo,101.28
2014-03-28,2014,3,1965.64,28,Marzo,101.67
2014-03-31,2014,3,1965.32,31,Marzo,101.58
2014-04-01,2014,4,1969.45,1,Abril,99.74
2014-04-02,2014,4,1966.02,2,Abril,99.62
2014-04-03,2014,4,1963.51,3,Abril,100.29
2014-04-04,2014,4,1966.4,4,Abril,101.14
2014-04-07,2014,4,1951.85,7,Abril,100.44
2014-04-08,2014,4,1937.59,8,Abril,102.56
2014-04-09,2014,4,1923.95,9,Abril,103.6
2014-04-10,2014,4,1931.09,10,Abril,103.4
2014-04-11,2014,4,1920.93,11,Abril,103.74
2014-04-14,2014,4,1927.28,14,Abril,104.05
2014-04-15,2014,4,1926.47,15,Abril,103.75
2014-04-16,2014,4,1932.42,16,Abril,103.76
2014-04-17,2014,4,1930.62,17,Abril,104.3
2014-04-21,2014,4,1930.62,21,Abril,104.37
2014-04-22,2014,4,1921.75,22,Abril,102.13
2014-04-23,2014,4,1929.66,23,Abril,101.44
2014-04-24,2014,4,1936.63,24,Abril,101.94
2014-04-25,2014,4,1936.07,25,Abril,100.6
2014-04-28,2014,4,1942.37,28,Abril,100.84
2014-04-29,2014,4,1936.13,29,Abril,101.28
2014-04-30,2014,4,1935.14,30,Abril,99.74
2014-05-01,2014,5,1933.46,1,Mayo,99.42
2014-05-02,2014,5,1933.46,2,Mayo,99.76
2014-05-05,2014,5,1926.3,5,Mayo,99.48
2014-05-06,2014,5,1923.07,6,Mayo,99.5
2014-05-07,2014,5,1918.2,7,Mayo,100.77
2014-05-08,2014,5,1912.97,8,Mayo,100.26
2014-05-09,2014,5,1902.15,9,Mayo,99.99
2014-05-12,2014,5,1901.51,12,Mayo,100.59
2014-05-13,2014,5,1904.85,13,Mayo,101.7
2014-05-14,2014,5,1919.7,14,Mayo,102.37
2014-05-15,2014,5,1925.31,15,Mayo,101.5
2014-05-16,2014,5,1927.8,16,Mayo,102.02
2014-05-19,2014,5,1925.41,19,Mayo,102.61
2014-05-20,2014,5,1921.16,20,Mayo,102.44
2014-05-21,2014,5,1920.41,21,Mayo,104.07
2014-05-22,2014,5,1911.33,22,Mayo,103.74
2014-05-23,2014,5,1905.8,23,Mayo,104.35
2014-05-26,2014,5,1905.53,26,Mayo,104.28
2014-05-27,2014,5,1905.53,27,Mayo,104.11
2014-05-28,2014,5,1917.34,28,Mayo,102.72
2014-05-29,2014,5,1910.8,29,Mayo,103.58
2014-05-30,2014,5,1905.96,30,Mayo,102.71
2014-06-02,2014,6,1900.64,2,Junio,102.47
2014-06-03,2014,6,1900.64,3,Junio,102.66
2014-06-04,2014,6,1899.74,4,Junio,102.64
2014-06-05,2014,6,1897.7,5,Junio,102.48
2014-06-06,2014,6,1892.08,6,Junio,102.66
2014-06-09,2014,6,1886.09,9,Junio,104.41
2014-06-10,2014,6,1883.76,10,Junio,104.35
2014-06-11,2014,6,1884.97,11,Junio,104.4
2014-06-12,2014,6,1884.63,12,Junio,106.53
2014-06-13,2014,6,1877.18,13,Junio,106.91
2014-06-16,2014,6,1877.37,16,Junio,106.9
2014-06-17,2014,6,1886.62,17,Junio,106.36
2014-06-18,2014,6,1899.9,18,Junio,105.97
2014-06-19,2014,6,1895.92,19,Junio,106.43
2014-06-20,2014,6,1881.34,20,Junio,107.26
2014-06-23,2014,6,1884.56,23,Junio,106.17
2014-06-24,2014,6,1884.56,24,Junio,106.03
2014-06-25,2014,6,1886.85,25,Junio,106.5
2014-06-26,2014,6,1880.37,26,Junio,105.84
2014-06-27,2014,6,1886.01,27,Junio,105.74
2014-06-30,2014,6,1881.19,30,Junio,105.37
2014-07-01,2014,7,1881.19,1,Julio,105.34
2014-07-02,2014,7,1865.42,2,Julio,104.48
2014-07-03,2014,7,1856.73,3,Julio,104.06
2014-07-04,2014,7,1848.91,4,Julio,103.76
2014-07-07,2014,7,1848.91,7,Julio,103.53
2014-07-08,2014,7,1849.28,8,Julio,103.4
2014-07-09,2014,7,1854.24,9,Julio,102.29
2014-07-10,2014,7,1859.94,10,Julio,102.93
2014-07-11,2014,7,1858.47,11,Julio,100.83
2014-07-14,2014,7,1852.57,14,Julio,100.91
2014-07-15,2014,7,1857.93,15,Julio,99.96
2014-07-16,2014,7,1867.88,16,Julio,101.2
2014-07-17,2014,7,1868.41,17,Julio,103.19
2014-07-18,2014,7,1872.27,18,Julio,103.13
2014-07-21,2014,7,1871.87,21,Julio,104.59
2014-07-22,2014,7,1861.28,22,Julio,104.42
2014-07-23,2014,7,1848.98,23,Julio,103.12
2014-07-24,2014,7,1847.85,24,Julio,102.07
2014-07-25,2014,7,1846.12,25,Julio,102.09
2014-07-28,2014,7,1848.56,28,Julio,101.67
2014-07-29,2014,7,1850.61,29,Julio,100.97
2014-07-30,2014,7,1853.3,30,Julio,100.27
2014-07-31,2014,7,1872.43,31,Julio,98.17
2014-08-01,2014,8,1878.75,1,Agosto,97.88
2014-08-04,2014,8,1873.65,4,Agosto,98.29
2014-08-05,2014,8,1878.68,5,Agosto,97.38
2014-08-06,2014,8,1892.35,6,Agosto,96.92
2014-08-07,2014,8,1888.51,7,Agosto,97.34
2014-08-08,2014,8,1888.51,8,Agosto,97.65
2014-08-11,2014,8,1891.59,11,Agosto,98.08
2014-08-12,2014,8,1881.62,12,Agosto,97.37
2014-08-13,2014,8,1877.4,13,Agosto,97.59
2014-08-14,2014,8,1883.33,14,Agosto,95.58
2014-08-15,2014,8,1877.77,15,Agosto,97.35
2014-08-18,2014,8,1884.81,18,Agosto,96.41
2014-08-19,2014,8,1884.81,19,Agosto,94.48
2014-08-20,2014,8,1894.27,20,Agosto,96.07
2014-08-21,2014,8,1912.43,21,Agosto,93.96
2014-08-22,2014,8,1919.84,22,Agosto,93.65
2014-08-25,2014,8,1924.4,25,Agosto,93.35
2014-08-26,2014,8,1932.39,26,Agosto,93.86
2014-08-27,2014,8,1928.67,27,Agosto,93.88
2014-08-28,2014,8,1926.92,28,Agosto,94.55
2014-08-29,2014,8,1935.04,29,Agosto,95.96
2014-09-01,2014,9,1918.62,1,Septiembre,95.83
2014-09-02,2014,9,1918.62,2,Septiembre,92.88
2014-09-03,2014,9,1931.49,3,Septiembre,95.54
2014-09-04,2014,9,1924.67,4,Septiembre,94.45
2014-09-05,2014,9,1931.45,5,Septiembre,93.29
2014-09-08,2014,9,1935.25,8,Septiembre,92.66
2014-09-09,2014,9,1942.03,9,Septiembre,92.75
2014-09-10,2014,9,1962.84,10,Septiembre,91.67
2014-09-11,2014,9,1975.82,11,Septiembre,92.83
2014-09-12,2014,9,1979.97,12,Septiembre,92.27
2014-09-15,2014,9,1994.97,15,Septiembre,92.92
2014-09-16,2014,9,1987.71,16,Septiembre,94.88
2014-09-17,2014,9,1978.08,17,Septiembre,94.42
2014-09-18,2014,9,1975.47,18,Septiembre,93.07
2014-09-19,2014,9,1975.42,19,Septiembre,92.41
2014-09-22,2014,9,1966.89,22,Septiembre,91.52
2014-09-23,2014,9,1992.68,23,Septiembre,91.56
2014-09-24,2014,9,1997.91,24,Septiembre,92.8
2014-09-25,2014,9,2007.48,25,Septiembre,92.53
2014-09-26,2014,9,2019.76,26,Septiembre,93.54
2014-09-29,2014,9,2023.89,29,Septiembre,94.57
2014-09-30,2014,9,2028.48,30,Septiembre,91.16
2014-10-01,2014,10,2022,1,Octubre,90.73
2014-10-02,2014,10,2025.75,2,Octubre,91.01
2014-10-03,2014,10,2021.49,3,Octubre,89.74
2014-10-06,2014,10,2026.2,6,Octubre,90.34
2014-10-07,2014,10,2028.03,7,Octubre,88.85
2014-10-08,2014,10,2026.9,8,Octubre,87.31
2014-10-09,2014,10,2040.31,9,Octubre,85.77
2014-10-10,2014,10,2041.71,10,Octubre,85.82
2014-10-13,2014,10,2052.96,13,Octubre,85.74
2014-10-14,2014,10,2052.96,14,Octubre,81.84
2014-10-15,2014,10,2049.66,15,Octubre,81.78
2014-10-16,2014,10,2057.7,16,Octubre,82.7
2014-10-17,2014,10,2074.4,17,Octubre,82.75
2014-10-20,2014,10,2064.43,20,Octubre,82.71
2014-10-21,2014,10,2065.82,21,Octubre,82.81
2014-10-22,2014,10,2048.44,22,Octubre,80.52
2014-10-23,2014,10,2049.9,23,Octubre,82.09
2014-10-24,2014,10,2053.39,24,Octubre,81.01
2014-10-27,2014,10,2065.38,27,Octubre,81
2014-10-28,2014,10,2069.72,28,Octubre,81.42
2014-10-29,2014,10,2055.43,29,Octubre,82.2
2014-10-30,2014,10,2044.55,30,Octubre,81.12
2014-10-31,2014,10,2050.52,31,Octubre,80.54
2014-11-03,2014,11,2061.92,3,Noviembre,78.78
2014-11-04,2014,11,2061.92,4,Noviembre,77.19
2014-11-05,2014,11,2076.99,5,Noviembre,78.68
2014-11-06,2014,11,2081.24,6,Noviembre,77.91
2014-11-07,2014,11,2086.86,7,Noviembre,78.65
2014-11-10,2014,11,2103.25,10,Noviembre,77.4
2014-11-11,2014,11,2103.12,11,Noviembre,77.94
2014-11-12,2014,11,2103.12,12,Noviembre,77.18
2014-11-13,2014,11,2115.59,13,Noviembre,74.21
2014-11-14,2014,11,2133.03,14,Noviembre,75.82
2014-11-17,2014,11,2160.47,17,Noviembre,75.64
2014-11-18,2014,11,2160.47,18,Noviembre,74.61
2014-11-19,2014,11,2158.58,19,Noviembre,74.58
2014-11-20,2014,11,2156.73,20,Noviembre,75.58
2014-11-21,2014,11,2156.93,21,Noviembre,76.51
2014-11-24,2014,11,2142.02,24,Noviembre,75.78
2014-11-25,2014,11,2158.12,25,Noviembre,74.09
2014-11-26,2014,11,2162.15,26,Noviembre,73.69
2014-11-27,2014,11,2165.15,27,Noviembre,68.55
2014-11-28,2014,11,2165.15,28,Noviembre,66.15
2014-12-01,2014,12,2206.19,1,Diciembre,69
2014-12-02,2014,12,2252.36,2,Diciembre,66.88
2014-12-03,2014,12,2293.47,3,Diciembre,67.38
2014-12-04,2014,12,2286.03,4,Diciembre,66.81
2014-12-05,2014,12,2284.24,5,Diciembre,65.84
2014-12-08,2014,12,2304.12,8,Diciembre,63.05
2014-12-09,2014,12,2304.12,9,Diciembre,63.82
2014-12-10,2014,12,2350.01,10,Diciembre,60.94
2014-12-11,2014,12,2381.96,11,Diciembre,59.95
2014-12-12,2014,12,2423.56,12,Diciembre,57.81
2014-12-15,2014,12,2405.31,15,Diciembre,55.91
2014-12-16,2014,12,2414.39,16,Diciembre,55.93
2014-12-17,2014,12,2446.35,17,Diciembre,56.47
2014-12-18,2014,12,2412.79,18,Diciembre,54.11
2014-12-19,2014,12,2334.98,19,Diciembre,56.52
2014-12-22,2014,12,2297.14,22,Diciembre,55.26
2014-12-23,2014,12,2316.93,23,Diciembre,57.12
2014-12-24,2014,12,2342.57,24,Diciembre,55.84
2014-12-25,2014,12,2346.9,25,Diciembre,55.92
2014-12-26,2014,12,2346.9,26,Diciembre,54.73
2014-12-29,2014,12,2358.46,29,Diciembre,53.61
2014-12-30,2014,12,2378.56,30,Diciembre,54.12
2014-12-31,2014,12,2392.46,31,Diciembre,53.27
2015-01-01,2015,1,2392.46,1,Enero,54.56
2015-01-02,2015,1,2392.46,2,Enero,52.69
2015-01-05,2015,1,2383.37,5,Enero,50.04
2015-01-06,2015,1,2412.82,6,Enero,47.93
2015-01-07,2015,1,2452.11,7,Enero,48.65
2015-01-08,2015,1,2434.31,8,Enero,48.79
2015-01-09,2015,1,2405.03,9,Enero,48.36
2015-01-12,2015,1,2406.71,12,Enero,46.07
2015-01-13,2015,1,2406.71,13,Enero,45.89
2015-01-14,2015,1,2442.03,14,Enero,48.48
2015-01-15,2015,1,2438.79,15,Enero,46.25
2015-01-16,2015,1,2398.91,16,Enero,48.69
2015-01-18,2015,1,2383.91,18,Enero,48.85
2015-01-19,2015,1,2383.91,19,Enero,47.78
2015-01-20,2015,1,2383.91,20,Enero,46.39
2015-01-21,2015,1,2373.44,21,Enero,47.78
2015-01-22,2015,1,2361.54,22,Enero,46.31
2015-01-23,2015,1,2370.75,23,Enero,45.59
2015-01-26,2015,1,2386.5,26,Enero,45.15
2015-01-27,2015,1,2386.28,27,Enero,46.23
2015-01-28,2015,1,2381.11,28,Enero,44.45
2015-01-29,2015,1,2362.42,29,Enero,44.53
2015-01-30,2015,1,2397.35,30,Enero,48.24
2015-02-02,2015,2,2441.1,2,Febrero,49.57
2015-02-03,2015,2,2407.29,3,Febrero,53.05
2015-02-04,2015,2,2374.72,4,Febrero,48.45
2015-02-05,2015,2,2381.91,5,Febrero,50.48
2015-02-06,2015,2,2384.53,6,Febrero,51.69
2015-02-09,2015,2,2384.76,9,Febrero,52.86
2015-02-10,2015,2,2371.31,10,Febrero,50.02
2015-02-11,2015,2,2380.79,11,Febrero,48.84
2015-02-12,2015,2,2416.61,12,Febrero,51.21
2015-02-13,2015,2,2401.03,13,Febrero,52.78
2015-02-15,2015,2,2376.23,15,Febrero,54.06
2015-02-16,2015,2,2376.23,16,Febrero,53.61
2015-02-17,2015,2,2376.23,17,Febrero,53.53
2015-02-18,2015,2,2416.37,18,Febrero,52.14
2015-02-19,2015,2,2429.71,19,Febrero,51.16
2015-02-20,2015,2,2445.16,20,Febrero,50.34
2015-02-23,2015,2,2455.54,23,Febrero,49.45
2015-02-24,2015,2,2489.81,24,Febrero,49.28
2015-02-25,2015,2,2500.59,25,Febrero,50.99
2015-02-26,2015,2,2489.41,26,Febrero,48.17
2015-02-27,2015,2,2484.58,27,Febrero,49.76
2015-03-02,2015,3,2496.99,2,Marzo,49.59
2015-03-03,2015,3,2522.03,3,Marzo,50.52
2015-03-04,2015,3,2555.08,4,Marzo,51.53
2015-03-05,2015,3,2565.9,5,Marzo,50.76
2015-03-06,2015,3,2543.47,6,Marzo,49.61
2015-03-09,2015,3,2565.61,9,Marzo,50
2015-03-10,2015,3,2592.86,10,Marzo,48.29
2015-03-11,2015,3,2618.79,11,Marzo,48.17
2015-03-12,2015,3,2633.65,12,Marzo,47.05
2015-03-13,2015,3,2610.08,13,Marzo,44.84
2015-03-16,2015,3,2661.52,16,Marzo,43.88
2015-03-17,2015,3,2675.08,17,Marzo,43.46
2015-03-18,2015,3,2677.97,18,Marzo,44.66
2015-03-19,2015,3,2651.49,19,Marzo,43.96
2015-03-20,2015,3,2613.38,20,Marzo,45.72
2015-03-23,2015,3,2587.71,23,Marzo,47.45
2015-03-24,2015,3,2587.71,24,Marzo,47.51
2015-03-25,2015,3,2526.79,25,Marzo,49.21
2015-03-26,2015,3,2535.55,26,Marzo,51.43
2015-03-27,2015,3,2551.3,27,Marzo,48.87
2015-03-30,2015,3,2556.85,30,Marzo,48.68
2015-03-31,2015,3,2576.05,31,Marzo,47.6
2015-04-01,2015,4,2598.36,1,Abril,50.09
2015-04-02,2015,4,2576.41,2,Abril,49.14
2015-04-03,2015,4,2576.41,3,Abril,49.14
2015-04-06,2015,4,2576.41,6,Abril,52.14
2015-04-07,2015,4,2522.71,7,Abril,53.98
2015-04-08,2015,4,2518.05,8,Abril,50.42
2015-04-09,2015,4,2490.9,9,Abril,50.79
2015-04-10,2015,4,2494.77,10,Abril,51.64
2015-04-13,2015,4,2516.08,13,Abril,51.91
2015-04-14,2015,4,2537.33,14,Abril,53.29
2015-04-15,2015,4,2550.83,15,Abril,56.39
2015-04-16,2015,4,2534.63,16,Abril,56.71
2015-04-17,2015,4,2493.93,17,Abril,55.74
2015-04-20,2015,4,2495.01,20,Abril,56.38
2015-04-21,2015,4,2487.07,21,Abril,55.26
2015-04-22,2015,4,2469.03,22,Abril,56.16
2015-04-23,2015,4,2488.5,23,Abril,57.74
2015-04-24,2015,4,2471.21,24,Abril,57.15
2015-04-27,2015,4,2461.17,27,Abril,56.99
2015-04-28,2015,4,2419.81,28,Abril,57.06
2015-04-29,2015,4,2393.42,29,Abril,58.58
2015-04-30,2015,4,2388.06,30,Abril,59.63
2015-05-01,2015,5,2393.58,1,Mayo,59.15
2015-05-04,2015,5,2393.58,4,Mayo,58.93
2015-05-05,2015,5,2408.17,5,Mayo,60.4
2015-05-06,2015,5,2386.72,6,Mayo,60.93
2015-05-07,2015,5,2362.41,7,Mayo,58.94
2015-05-08,2015,5,2369.23,8,Mayo,59.39
2015-05-11,2015,5,2360.58,11,Mayo,59.25
2015-05-12,2015,5,2381.53,12,Mayo,60.75
2015-05-13,2015,5,2386.77,13,Mayo,60.5
2015-05-14,2015,5,2377.87,14,Mayo,59.88
2015-05-15,2015,5,2389.49,15,Mayo,59.69
2015-05-18,2015,5,2417.01,18,Mayo,59.43
2015-05-19,2015,5,2417.01,19,Mayo,57.26
2015-05-20,2015,5,2475.45,20,Mayo,58.98
2015-05-21,2015,5,2503.37,21,Mayo,60.72
2015-05-22,2015,5,2489.39,22,Mayo,59.72
2015-05-24,2015,5,2500.22,24,Mayo,59.92
2015-05-25,2015,5,2500.22,25,Mayo,59.85
2015-05-26,2015,5,2500.22,26,Mayo,58.03
2015-05-27,2015,5,2542.53,27,Mayo,57.51
2015-05-28,2015,5,2548.13,28,Mayo,57.68
2015-05-29,2015,5,2549.97,29,Mayo,60.3
2015-06-01,2015,6,2533.79,1,Junio,60.2
2015-06-02,2015,6,2549.29,2,Junio,61.26
2015-06-03,2015,6,2554.44,3,Junio,59.64
2015-06-04,2015,6,2571.92,4,Junio,58
2015-06-05,2015,6,2588.56,5,Junio,59.13
2015-06-08,2015,6,2623.66,8,Junio,58.14
2015-06-09,2015,6,2623.66,9,Junio,60.14
2015-06-10,2015,6,2569.17,10,Junio,61.43
2015-06-11,2015,6,2523,11,Junio,60.77
2015-06-12,2015,6,2538.55,12,Junio,59.96
2015-06-15,2015,6,2535.91,15,Junio,59.52
2015-06-16,2015,6,2535.91,16,Junio,59.97
2015-06-17,2015,6,2531.72,17,Junio,59.92
2015-06-18,2015,6,2550.43,18,Junio,60.45
2015-06-19,2015,6,2528.85,19,Junio,59.61
2015-06-22,2015,6,2548.2,22,Junio,59.68
2015-06-23,2015,6,2537.68,23,Junio,61.01
2015-06-24,2015,6,2550.74,24,Junio,60.27
2015-06-25,2015,6,2566.66,25,Junio,59.7
2015-06-26,2015,6,2556.21,26,Junio,59.63
2015-06-29,2015,6,2585.11,29,Junio,58.33
2015-06-30,2015,6,2585.11,30,Junio,59.47
2015-07-01,2015,7,2598.68,1,Julio,56.96
2015-07-02,2015,7,2626.8,2,Julio,56.93
2015-07-03,2015,7,2623.91,3,Julio,55.52
2015-07-06,2015,7,2642.97,6,Julio,52.53
2015-07-07,2015,7,2665.41,7,Julio,52.33
2015-07-08,2015,7,2690.15,8,Julio,51.65
2015-07-09,2015,7,2690.79,9,Julio,52.78
2015-07-10,2015,7,2670.79,10,Julio,52.74
2015-07-13,2015,7,2667.37,13,Julio,52.2
2015-07-14,2015,7,2693.54,14,Julio,53.04
2015-07-15,2015,7,2688.2,15,Julio,51.41
2015-07-16,2015,7,2713.04,16,Julio,50.91
2015-07-17,2015,7,2727.23,17,Julio,50.89
2015-07-20,2015,7,2751.88,20,Julio,50.15
2015-07-21,2015,7,2751.88,21,Julio,50.36
2015-07-22,2015,7,2765.1,22,Julio,49.19
2015-07-23,2015,7,2790.26,23,Julio,48.45
2015-07-24,2015,7,2807.36,24,Julio,48.14
2015-07-27,2015,7,2857.46,27,Julio,47.39
2015-07-28,2015,7,2854.13,28,Julio,47.98
2015-07-29,2015,7,2855.44,29,Julio,48.79
2015-07-30,2015,7,2855.32,30,Julio,48.52
2015-07-31,2015,7,2866.04,31,Julio,47.12
2015-08-03,2015,8,2862.51,3,Agosto,45.17
2015-08-04,2015,8,2902.98,4,Agosto,45.74
2015-08-05,2015,8,2906.95,5,Agosto,45.15
2015-08-06,2015,8,2945.97,6,Agosto,44.66
2015-08-07,2015,8,2955.31,7,Agosto,43.87
2015-08-10,2015,8,2955.31,10,Agosto,44.96
2015-08-11,2015,8,2913.45,11,Agosto,43.08
2015-08-12,2015,8,2943.97,12,Agosto,43.3
2015-08-13,2015,8,2937.63,13,Agosto,42.23
2015-08-14,2015,8,2966.12,14,Agosto,42.5
2015-08-17,2015,8,2983.12,17,Agosto,41.87
2015-08-18,2015,8,2983.12,18,Agosto,42.62
2015-08-19,2015,8,3003.35,19,Agosto,40.8
2015-08-20,2015,8,3027.2,20,Agosto,41.14
2015-08-21,2015,8,3053.65,21,Agosto,40.45
2015-08-24,2015,8,3102.6,24,Agosto,38.24
2015-08-25,2015,8,3208.37,25,Agosto,39.31
2015-08-26,2015,8,3194.24,26,Agosto,38.6
2015-08-27,2015,8,3238.51,27,Agosto,42.56
2015-08-28,2015,8,3195.47,28,Agosto,45.22
2015-08-31,2015,8,3101.1,31,Agosto,49.2
2015-09-01,2015,9,3079.97,1,Septiembre,45.41
2015-09-02,2015,9,3093.64,2,Septiembre,46.25
2015-09-03,2015,9,3142.34,3,Septiembre,46.75
2015-09-04,2015,9,3119.93,4,Septiembre,46.05
2015-09-06,2015,9,3113.55,6,Septiembre,45.72
2015-09-07,2015,9,3113.55,7,Septiembre,44.7
2015-09-08,2015,9,3113.55,8,Septiembre,45.94
2015-09-09,2015,9,3138.46,9,Septiembre,44.15
2015-09-10,2015,9,3105.4,10,Septiembre,45.92
2015-09-11,2015,9,3080.57,11,Septiembre,44.63
2015-09-14,2015,9,3012.96,14,Septiembre,44
2015-09-15,2015,9,3032.59,15,Septiembre,44.59
2015-09-16,2015,9,3025.28,16,Septiembre,47.15
2015-09-17,2015,9,2989.04,17,Septiembre,46.9
2015-09-18,2015,9,2975.13,18,Septiembre,44.68
2015-09-21,2015,9,2984.9,21,Septiembre,46.68
2015-09-22,2015,9,3001.68,22,Septiembre,45.83
2015-09-23,2015,9,3065.74,23,Septiembre,44.48
2015-09-24,2015,9,3099.28,24,Septiembre,44.91
2015-09-25,2015,9,3135.17,25,Septiembre,45.7
2015-09-28,2015,9,3080.44,28,Septiembre,44.43
2015-09-29,2015,9,3096.98,29,Septiembre,45.23
2015-09-30,2015,9,3121.94,30,Septiembre,45.09
2015-10-01,2015,10,3086.75,1,Octubre,44.74
2015-10-02,2015,10,3061.85,2,Octubre,45.54
2015-10-05,2015,10,3034.9,5,Octubre,46.26
2015-10-06,2015,10,2971.15,6,Octubre,48.53
2015-10-07,2015,10,2913.74,7,Octubre,47.81
2015-10-08,2015,10,2891.91,8,Octubre,49.43
2015-10-09,2015,10,2887.21,9,Octubre,49.63
2015-10-12,2015,10,2855.74,12,Octubre,47.1
2015-10-13,2015,10,2855.74,13,Octubre,46.66
2015-10-14,2015,10,2910.7,14,Octubre,46.64
2015-10-15,2015,10,2928.69,15,Octubre,46.38
2015-10-16,2015,10,2908.87,16,Octubre,47.26
2015-10-19,2015,10,2879.89,19,Octubre,45.89
2015-10-20,2015,10,2912.99,20,Octubre,45.55
2015-10-21,2015,10,2929.19,21,Octubre,45.2
2015-10-22,2015,10,2966.68,22,Octubre,45.38
2015-10-23,2015,10,2925.36,23,Octubre,44.6
2015-10-26,2015,10,2912.08,26,Octubre,43.98
2015-10-27,2015,10,2918.21,27,Octubre,43.2
2015-10-28,2015,10,2950.87,28,Octubre,45.94
2015-10-29,2015,10,2926.75,29,Octubre,46.06
2015-10-30,2015,10,2921.32,30,Octubre,46.59
2015-11-02,2015,11,2897.83,2,Noviembre,46.14
2015-11-03,2015,11,2897.83,3,Noviembre,47.9
2015-11-04,2015,11,2825.25,4,Noviembre,46.32
2015-11-05,2015,11,2819.63,5,Noviembre,45.2
2015-11-06,2015,11,2853.32,6,Noviembre,44.29
2015-11-09,2015,11,2896.19,9,Noviembre,43.87
2015-11-10,2015,11,2921.15,10,Noviembre,44.21
2015-11-11,2015,11,2935.86,11,Noviembre,42.93
2015-11-12,2015,11,2935.86,12,Noviembre,41.75
2015-11-13,2015,11,3009.36,13,Noviembre,40.74
2015-11-16,2015,11,3073.23,16,Noviembre,41.74
2015-11-17,2015,11,3073.23,17,Noviembre,40.67
2015-11-18,2015,11,3069.24,18,Noviembre,40.75
2015-11-19,2015,11,3108.7,19,Noviembre,40.54
